tag_id,tag_name,tag_code,tag_category_l1,tag_category_l2,tag_subject_key,applicable_product,applicable_market_region,tag_value_type,tag_value_field_type,tag_value_desc,tag_status,business_definition,stat_period,update_frequency,data_latency,source_table,output_table,output_field,schedule_task_name,has_monitor,business_owner,data_owner,replacement_tag_code,offline_reason,offline_date,requirement_doc_url,current_version,online_date,latest_update_time,remark
TAG202605140067,Agent导出媒体数,user_agent_export_media_cnt,用户行为标签,导出发布行为,uuid,Lovart,海外,number,BIGINT,Agent导出媒体数,已上线,Agent导出媒体数,截至统计分区,日,T+1,dwd_ad_media_export_di_1d,dws_ad_uuid_user_profile_df_1d,agent_export_media_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140068,Agent导出自己生成的媒体数,user_agent_export_self_gen_media_cnt,用户行为标签,导出发布行为,uuid,Lovart,海外,number,BIGINT,Agent导出自己生成的媒体数,已上线,Agent导出自己生成的媒体数,截至统计分区,日,T+1,dwd_ad_media_export_di_1d,dws_ad_uuid_user_profile_df_1d,agent_export_self_gen_media_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140069,生成器生成媒体数,user_generator_generate_media_cnt,用户行为标签,创作行为,uuid,Lovart,海外,number,BIGINT,生成器生成媒体数,已上线,生成器生成媒体数,截至统计分区,日,T+1,"ods_w_user_image_detail_df_1d,dwd_ad_agent_media_output_df",dws_ad_uuid_user_profile_df_1d,generator_generate_media_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140070,导出生成器生成媒体数,user_generator_export_media_cnt,用户行为标签,导出发布行为,uuid,Lovart,海外,number,BIGINT,导出生成器生成媒体数,已上线,导出生成器生成媒体数,截至统计分区,日,T+1,dwd_ad_media_export_di_1d,dws_ad_uuid_user_profile_df_1d,generator_export_media_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140071,导出自己生成器生成的媒体数,user_generator_export_self_gen_media_cnt,用户行为标签,导出发布行为,uuid,Lovart,海外,number,BIGINT,导出自己生成器生成的媒体数,已上线,导出自己生成器生成的媒体数,截至统计分区,日,T+1,dwd_ad_media_export_di_1d,dws_ad_uuid_user_profile_df_1d,generator_export_self_gen_media_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140072,反作弊评级,user_af_level,用户风险标签,账号风险,uuid,Lovart,海外,string,STRING,反作弊评级,已上线,反作弊评级,截至统计分区,日,T+1,ods_ai_w_user_ext_df,dws_ad_uuid_user_profile_df_1d,af_level,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140073,反作弊注册设备ID,user_af_register_device_id,用户风险标签,账号风险,uuid,Lovart,海外,string,STRING,反作弊注册设备ID,已上线,反作弊注册设备ID,截至统计分区,日,T+1,ods_ai_w_user_ext_df,dws_ad_uuid_user_profile_df_1d,af_register_device_id,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140074,反作弊最后登录设备ID,user_af_last_login_device_id,用户风险标签,账号风险,uuid,Lovart,海外,string,STRING,反作弊最后登录设备ID,已上线,反作弊最后登录设备ID,最近一次,日,T+1,ods_ai_w_user_ext_df,dws_ad_uuid_user_profile_df_1d,af_last_login_device_id,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140075,反作弊原因,user_af_reason,用户风险标签,账号风险,uuid,Lovart,海外,string,STRING,反作弊原因,已上线,反作弊原因,截至统计分区,日,T+1,ods_ai_w_user_ext_df,dws_ad_uuid_user_profile_df_1d,af_reason,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140076,首次访问国家,user_first_visit_country,用户基础标签,地域语言,uuid,Lovart,海外,string,STRING,首次访问国家,已上线,首次访问国家,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_country,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140077,首次访问渠道类型,user_first_visit_channel_type,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,首次访问渠道类型,已上线,首次访问渠道类型,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_channel_type,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140078,首次访问渠道代码,user_first_visit_channel_code,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,首次访问渠道代码,已上线,首次访问渠道代码,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_channel_code,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140079,过期算力点数,user_expired_pay_power,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,过期算力点数。应该包括会员算力过期和付费算力过期,已上线,过期算力点数。应该包括会员算力过期和付费算力过期,截至统计分区,日,T+1,ods_c_power_trans_log_di,dws_ad_uuid_user_profile_df_1d,expired_pay_power,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140080,消耗的付费算力点数,user_decrease_pay_power,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,消耗的付费算力点数,已上线,消耗的付费算力点数,截至统计分区,日,T+1,"ods_c_power_trans_log_di,ods_c_power_account_df",dws_ad_uuid_user_profile_df_1d,decrease_pay_power,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140081,消耗的免费算力点数,user_decrease_free_power,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,消耗的免费算力点数,已上线,消耗的免费算力点数,截至统计分区,日,T+1,"ods_c_power_trans_log_di,ods_c_power_account_df",dws_ad_uuid_user_profile_df_1d,decrease_free_power,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140082,用户支付订单，按天统计,user_pays,用户会员标签,付费行为,uuid,Lovart,海外,array,"ARRAY<STRUCT<`day`:STRING, `count`:BIGINT, amount:DECIMAL(38,18)>>",数组字段，详见字段注释：用户支付订单，按天统计,已上线,用户支付订单，按天统计,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_user_profile_df_1d,pays,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140083,用户支付订单按天分摊,user_amortize_pays,用户会员标签,付费行为,uuid,Lovart,海外,string,"MAP<STRING,DOUBLE>",Map结构字段，详见字段注释：用户支付订单按天分摊。key：日期，value：金额,已上线,用户支付订单按天分摊。key：日期，value：金额,截至统计分区,日,T+1,dwd_c_order_amortization_df_1d,dws_ad_uuid_user_profile_df_1d,amortize_pays,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140084,待续费签约单ID,user_to_renew_contract_biz_id,用户会员标签,续费退款,uuid,Lovart,海外,string,STRING,待续费签约单ID。当前按照业务指31天前（不含统计日期）的签约单,已上线,待续费签约单ID。当前按照业务指31天前（不含统计日期）的签约单,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_user_profile_df_1d,to_renew_contract_biz_id,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140085,续费状态,user_renew_status,用户会员标签,续费退款,uuid,Lovart,海外,string,STRING,续费状态。【已续费｜改签｜已取消｜代扣未成功】,已上线,续费状态。【已续费｜改签｜已取消｜代扣未成功】,截至统计分区,日,T+1,"dwd_c_order_detail_df,dws_ad_uuid_member_profile_df,dwd_ad_c_trade_order_detail_df_1d",dws_ad_uuid_user_profile_df_1d,renew_status,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140086,已经不可变的签约单ID,user_historical_renew_contract_biz_id,用户会员标签,续费退款,uuid,Lovart,海外,string,STRING,已经不可变的签约单ID。35天前（不含统计日期）的签约单,已上线,已经不可变的签约单ID。35天前（不含统计日期）的签约单,历史累计,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_user_profile_df_1d,historical_renew_contract_biz_id,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140087,已经不可变的续签状态,user_historical_renew_status,用户会员标签,续费退款,uuid,Lovart,海外,string,STRING,已经不可变的续签状态。【已续费｜改签｜已取消｜代扣失败】,已上线,已经不可变的续签状态。【已续费｜改签｜已取消｜代扣失败】,历史累计,日,T+1,"dwd_c_order_detail_df,dws_ad_uuid_member_profile_df,dwd_ad_c_trade_order_detail_df_1d",dws_ad_uuid_user_profile_df_1d,historical_renew_status,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140088,续费订单数,user_renew_order_cnt,用户会员标签,续费退款,uuid,Lovart,海外,number,BIGINT,续费订单数,已上线,续费订单数,截至统计分区,日,T+1,"dwd_ad_c_trade_order_detail_df_1d,dwd_c_order_detail_df",dws_ad_uuid_user_profile_df_1d,renew_order_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140089,续费金额,user_renew_amount,用户会员标签,续费退款,uuid,Lovart,海外,number,"DECIMAL(38,18)",续费金额,已上线,续费金额,截至统计分区,日,T+1,"dwd_ad_c_trade_order_detail_df_1d,dwd_c_order_detail_df",dws_ad_uuid_user_profile_df_1d,renew_amount,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140090,成本,user_costs,用户会员标签,成本消耗,uuid,Lovart,海外,string,"MAP<STRING,DOUBLE>",Map结构字段，详见字段注释：成本,已上线,成本,截至统计分区,日,T+1,"ods_t_agent_payment_df_1d,ods_t_generator_payment_df",dws_ad_uuid_user_profile_df_1d,costs,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140091,续费日期列表,user_renew_pt_list,用户会员标签,续费退款,uuid,Lovart,海外,array,ARRAY<STRING>,数组字段，详见字段注释：续费日期列表,已上线,续费日期列表,历史日期列表,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_user_profile_df_1d,renew_pt_list,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140092,续费,user_renews,用户会员标签,续费退款,uuid,Lovart,海外,string,"MAP<STRING,DOUBLE>",Map结构字段，详见字段注释：续费,已上线,续费,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_user_profile_df_1d,renews,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140093,首次访问IP,user_first_visit_ip,用户基础标签,账号属性,uuid,Lovart,海外,string,STRING,首次访问IP,已上线,首次访问IP,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_ip,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140094,是否删除,user_deleted,用户基础标签,账号属性,uuid,Lovart,海外,number,BIGINT,是否删除,已上线,是否删除,截至统计分区,日,T+1,ods_w_user_df,dws_ad_uuid_user_profile_df_1d,deleted,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140095,对应CID的首访日期,user_cid_first_access_pt,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,对应CID的首访日期,已上线,对应CID的首访日期,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,cid_first_access_pt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140096,是否赠送会员,user_is_gift_member,用户会员标签,会员身份,uuid,Lovart,海外,string,STRING,是否赠送会员,已上线,是否赠送会员,截至统计分区,日,T+1,dws_ad_uuid_member_profile_df,dws_ad_uuid_user_profile_df_1d,is_gift_member,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140097,注册时间,user_signup_time,用户基础标签,账号属性,uuid,Lovart,海外,string,DATETIME,注册时间,已上线,注册时间,截至统计分区,日,T+1,"dws_ad_user_activity_index_di_1d,ods_w_user_df,dws_ad_uuid_user_profile_df_1d,dws_ad_cid_user_profile_df_1d",dws_ad_uuid_user_profile_df_1d,signup_time,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140098,消耗的个人算力,user_decrease_individual_power,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,消耗的个人算力,已上线,消耗的个人算力,截至统计分区,日,T+1,ods_c_power_trans_log_di,dws_ad_uuid_user_profile_df_1d,decrease_individual_power,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140099,消费的团队算力,user_decrease_team_power,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,消费的团队算力,已上线,消费的团队算力,截至统计分区,日,T+1,ods_cc_e_team_power_trans_log_df,dws_ad_uuid_user_profile_df_1d,decrease_team_power,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140100,首次访问时间,user_first_visit_time,用户行为标签,登录访问行为,uuid,Lovart,海外,string,DATETIME,首次访问时间,已上线,首次访问时间,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_time,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140101,首次访问clickid,user_first_visit_clickid,用户行为标签,登录访问行为,uuid,Lovart,海外,string,STRING,首次访问clickid,已上线,首次访问clickid,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_clickid,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140102,首次访问UTM来源,user_first_visit_utm_source,用户行为标签,登录访问行为,uuid,Lovart,海外,string,STRING,首次访问UTM来源,已上线,首次访问UTM来源,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_utm_source,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140103,首次访问UTM媒介,user_first_visit_utm_medium,用户行为标签,登录访问行为,uuid,Lovart,海外,string,STRING,首次访问UTM媒介,已上线,首次访问UTM媒介,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_utm_medium,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140104,首次访问UTM活动,user_first_visit_utm_campaign,用户行为标签,登录访问行为,uuid,Lovart,海外,string,STRING,首次访问UTM活动,已上线,首次访问UTM活动,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_utm_campaign,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140105,首次访问UTM关键词,user_first_visit_utm_term,用户行为标签,登录访问行为,uuid,Lovart,海外,string,STRING,首次访问UTM关键词,已上线,首次访问UTM关键词,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_utm_term,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140106,首次访问UTM内容,user_first_visit_utm_content,用户行为标签,登录访问行为,uuid,Lovart,海外,string,STRING,首次访问UTM内容,已上线,首次访问UTM内容,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_utm_content,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140107,首次访问日志,user_first_visit_log,用户行为标签,登录访问行为,uuid,Lovart,海外,string,STRING,首次访问日志,已上线,首次访问日志,首次,日,T+1,dws_ad_cid_user_profile_df_1d,dws_ad_uuid_user_profile_df_1d,first_visit_log,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140108,首次支付时间,user_first_pay_time,用户会员标签,付费行为,uuid,Lovart,海外,string,DATETIME,首次支付时间,已上线,首次支付时间,首次,日,T+1,dws_ad_uuid_cp_user_profile_df,dws_ad_uuid_user_profile_df_1d,first_pay_time,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140109,首次支付金额,user_first_pay_amount,用户会员标签,付费行为,uuid,Lovart,海外,number,"DECIMAL(38,18)",首次支付金额,已上线,首次支付金额,首次,日,T+1,dws_ad_uuid_cp_user_profile_df,dws_ad_uuid_user_profile_df_1d,first_pay_amount,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140110,是否英语用户: 1=是 0=否,user_is_en_user,用户基础标签,账号属性,uuid,Lovart,海外,string,STRING,是否英语用户: 1=是 0=否,已上线,是否英语用户: 1=是 0=否,截至统计分区,日,T+1,"dws_ad_cid_user_profile_df_1d,dim_user_lang_judge_df_1d",dws_ad_uuid_user_profile_df_1d,is_en_user,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140111,是否曾经是VIP.y: 是;n: 否,user_ever_vip,用户会员标签,会员身份,uuid,Lovart,海外,string,STRING,是否曾经是VIP.y: 是;n: 否,已上线,是否曾经是VIP.y: 是;n: 否,历史累计,日,T+1,"dwd_c_order_detail_df,dws_ad_uuid_member_profile_df",dws_ad_uuid_cp_user_profile_df,ever_vip,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140112,首次支付支付单ID,user_first_pay_id,用户会员标签,付费行为,uuid,Lovart,海外,number,BIGINT,首次支付支付单ID,已上线,首次支付支付单ID,首次,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,first_pay_id,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140113,首次支付业务流水号,user_first_pay_biz_id,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,首次支付业务流水号,已上线,首次支付业务流水号,首次,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,first_pay_biz_id,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140114,首次支付时间,user_first_pay_pt,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,首次支付时间,已上线,首次支付时间,首次,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,first_pay_pt,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140115,首次支付SKU,user_first_pay_sku,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,首次支付SKU,已上线,首次支付SKU,首次,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,first_pay_sku,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140116,首次支付VIP类型,user_first_pay_vip_type,用户会员标签,会员身份,uuid,Lovart,海外,string,STRING,首次支付VIP类型,已上线,首次支付VIP类型,首次,日,T+1,dws_ad_uuid_member_profile_df,dws_ad_uuid_cp_user_profile_df,first_pay_vip_type,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140117,首次支付会员期限类型,user_first_pay_vip_period_type,用户会员标签,会员周期,uuid,Lovart,海外,string,STRING,首次支付会员期限类型,已上线,首次支付会员期限类型,首次,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,first_pay_vip_period_type,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140118,支付笔数,user_pay_cnt,用户会员标签,付费行为,uuid,Lovart,海外,number,BIGINT,支付笔数,已上线,支付笔数,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,pay_cnt,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140119,续费笔数,user_renew_cnt,用户会员标签,续费退款,uuid,Lovart,海外,number,BIGINT,续费笔数,已上线,续费笔数,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,renew_cnt,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140120,总支付笔数,user_total_pay_cnt,用户会员标签,付费行为,uuid,Lovart,海外,number,BIGINT,总支付笔数,已上线,总支付笔数,历史累计,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,total_pay_cnt,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140121,VIP业务流水号,user_vip_biz_id,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,VIP业务流水号,已上线,VIP业务流水号,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,vip_biz_id,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140122,VIP SKU名称,user_sku_name,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,VIP SKU名称,已上线,VIP SKU名称,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,sku_name,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140123,会员期限类型,user_vip_period_type,用户会员标签,会员周期,uuid,Lovart,海外,string,STRING,会员期限类型,已上线,会员期限类型,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,vip_period_type,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140124,会员开始时间,user_vip_start_time,用户会员标签,会员周期,uuid,Lovart,海外,string,DATETIME,会员开始时间,已上线,会员开始时间,截至统计分区,日,T+1,dws_ad_uuid_member_profile_df,dws_ad_uuid_cp_user_profile_df,vip_start_time,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140125,会员失效时间,user_vip_end_time,用户会员标签,会员周期,uuid,Lovart,海外,string,DATETIME,会员失效时间,已上线,会员失效时间,截至统计分区,日,T+1,dws_ad_uuid_member_profile_df,dws_ad_uuid_cp_user_profile_df,vip_end_time,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140126,会员剩余天数,user_vip_left_days,用户会员标签,会员周期,uuid,Lovart,海外,number,BIGINT,会员剩余天数,已上线,会员剩余天数,截至统计分区,日,T+1,dws_ad_uuid_member_profile_df,dws_ad_uuid_cp_user_profile_df,vip_left_days,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140127,待续费合同ID,user_to_renew_contract_id,用户会员标签,续费退款,uuid,Lovart,海外,string,STRING,待续费合同ID,已上线,待续费合同ID,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,to_renew_contract_id,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140128,历史待续费合同ID,user_historical_to_renew_contract_id,用户会员标签,续费退款,uuid,Lovart,海外,string,STRING,历史待续费合同ID,已上线,历史待续费合同ID,历史累计,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,historical_to_renew_contract_id,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140129,是否待续费会员（31天）,user_to_renew,用户会员标签,续费退款,uuid,Lovart,海外,string,STRING,是否待续费会员（31天）,已上线,是否待续费会员（31天）,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,to_renew,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140130,是否待续费会员（35天）,user_historical_to_renew,用户会员标签,续费退款,uuid,Lovart,海外,string,STRING,是否待续费会员（35天）,已上线,是否待续费会员（35天）,历史累计,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,historical_to_renew,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140131,分摊到月的金额,user_amortize_month_amount,用户会员标签,付费行为,uuid,Lovart,海外,number,"DECIMAL(38,18)",分摊到月的金额,已上线,分摊到月的金额,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_cp_user_profile_df,amortize_month_amount,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140132,当前会员合约开始时间,user_contract_start_time,用户会员标签,会员周期,uuid,Lovart,海外,string,DATETIME,当前会员合约开始时间,已上线,当前会员合约开始时间,截至统计分区,日,T+1,ods_c_trade_order_df,dws_ad_uuid_cp_user_profile_df,contract_start_time,dws_ad_uuid_cp_user_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140133,"Lovart Web活跃日期列表(yyyymmdd, 增序)",user_lovart_web_active_day_list,用户行为标签,登录访问行为,uuid,Lovart,海外,array,ARRAY<STRING>,"数组字段，详见字段注释：Lovart Web活跃日期列表(yyyymmdd, 增序)",已上线,"Lovart Web活跃日期列表(yyyymmdd, 增序)",历史日期列表,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_active_day_list,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140134,Lovart Web首次进站使用的cid,user_lovart_web_first_visit_cid,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,Lovart Web首次进站使用的cid,已上线,Lovart Web首次进站使用的cid,首次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_first_visit_cid,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140135,Lovart Web首次进站使用的邀请码(没有则为空),user_lovart_web_first_visit_referral_code,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,Lovart Web首次进站使用的邀请码(没有则为空),已上线,Lovart Web首次进站使用的邀请码(没有则为空),首次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_first_visit_referral_code,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
